Researcher_ID,Field_of_Study,Years_Experience,Primary_LLM_Tool,Usage_Frequency,Weekly_Hours_Saved,Papers_Published_3Yrs,Ethical_Concern_Score,AI_Detection_Pass_Rate
RES_0663,Computer Science,17,GPT-4,Never,4.1,3,3,83.41
RES_0664,Humanities,13,Copilot,Never,8.1,7,5,70.96
RES_0665,Social Sciences,27,Gemini Ultra,Daily,4.7,5,9,61.3
RES_0666,Social Sciences,17,Gemini Ultra,Rarely,1.1,2,10,92.75
RES_0667,Engineering,7,Gemini Ultra,Never,10.1,2,1,71.0
RES_0668,Social Sciences,5,GPT-4,Never,8.2,7,8,91.78
RES_0669,Physics,7,Claude 3,Rarely,7.2,8,1,71.5
RES_0670,Humanities,13,Claude 3,Daily,14.5,4,9,67.75
RES_0671,Social Sciences,5,GPT-4,Rarely,9.0,4,6,98.86
RES_0672,Engineering,14,Claude 3,Daily,13.1,4,1,74.43
RES_0673,Physics,12,None,Weekly,0.0,3,8,83.99
RES_0674,Medicine,3,GPT-4,Daily,3.0,4,5,84.34
RES_0675,Medicine,17,GPT-4,Weekly,9.0,6,7,82.36
RES_0676,Physics,10,GPT-4,Weekly,13.2,5,7,96.5
RES_0677,Engineering,26,GPT-4,Daily,9.2,5,7,86.91
RES_0678,Physics,8,None,Monthly,0.0,3,6,76.11
RES_0679,Humanities,6,Claude 3,Daily,11.1,6,8,94.41
RES_0680,Humanities,3,Claude 3,Never,6.2,4,9,67.22
RES_0681,Medicine,3,Gemini Ultra,Never,2.3,2,2,81.72
RES_0682,Social Sciences,16,GPT-4,Monthly,7.4,5,7,97.93
RES_0683,Engineering,24,Claude 3,Weekly,6.5,7,2,84.95
RES_0684,Medicine,7,Claude 3,Monthly,13.1,8,6,92.6
RES_0685,Social Sciences,7,Llama 3,Never,4.4,0,2,86.08
RES_0686,Social Sciences,8,None,Monthly,0.0,5,10,93.49
RES_0687,Humanities,18,Gemini Ultra,Daily,14.5,4,6,97.69
RES_0688,Computer Science,3,Claude 3,Monthly,14.4,6,2,70.89
RES_0689,Computer Science,9,Copilot,Weekly,4.5,4,1,66.77
RES_0690,Physics,16,GPT-4,Daily,5.9,7,7,79.31
RES_0691,Humanities,12,GPT-4,Rarely,13.5,2,3,88.0
RES_0692,Social Sciences,1,GPT-4,Never,14.5,3,4,69.06
RES_0693,Engineering,13,Claude 3,Never,7.2,3,6,60.16
RES_0694,Computer Science,12,Llama 3,Monthly,5.5,5,5,73.68
RES_0695,Social Sciences,20,Gemini Ultra,Daily,8.4,6,4,98.66
RES_0696,Computer Science,23,None,Rarely,0.0,9,9,87.73
RES_0697,Computer Science,20,Llama 3,Daily,10.6,6,6,76.01
RES_0698,Computer Science,8,Llama 3,Never,4.8,7,6,67.68
RES_0699,Engineering,1,GPT-4,Daily,11.3,2,2,74.21
RES_0700,Humanities,7,GPT-4,Rarely,1.7,2,6,66.78
RES_0701,Engineering,8,Llama 3,Monthly,1.7,8,7,64.24
RES_0702,Medicine,24,Claude 3,Weekly,6.4,8,8,96.18
RES_0703,Social Sciences,4,Copilot,Daily,5.9,8,8,99.81
RES_0704,Humanities,2,GPT-4,Weekly,5.4,7,9,66.55
RES_0705,Humanities,5,GPT-4,Never,7.9,6,10,62.18
RES_0706,Humanities,4,Claude 3,Monthly,5.5,2,3,73.16
RES_0707,Humanities,2,GPT-4,Monthly,3.7,7,10,78.42
RES_0708,Engineering,7,GPT-4,Daily,5.3,6,7,68.17
RES_0709,Humanities,8,Gemini Ultra,Monthly,14.6,5,7,72.03
RES_0710,Physics,2,GPT-4,Daily,6.8,6,1,68.01
RES_0711,Social Sciences,6,Gemini Ultra,Daily,7.2,4,8,90.89
RES_0712,Humanities,4,GPT-4,Weekly,9.1,4,4,88.43
RES_0713,Social Sciences,9,GPT-4,Monthly,14.8,4,5,85.33
RES_0714,Physics,9,Claude 3,Daily,4.4,5,6,75.45
RES_0715,Physics,4,Copilot,Weekly,10.5,4,3,96.27
RES_0716,Social Sciences,17,Claude 3,Rarely,11.0,7,5,98.68
RES_0717,Computer Science,8,Gemini Ultra,Weekly,9.5,2,10,66.93
RES_0718,Medicine,4,GPT-4,Weekly,2.2,4,5,68.9
RES_0719,Computer Science,1,Gemini Ultra,Daily,10.5,1,1,80.97
RES_0720,Computer Science,10,GPT-4,Never,1.9,6,3,63.64
RES_0721,Engineering,12,Gemini Ultra,Never,9.3,1,3,77.41
RES_0722,Computer Science,5,Llama 3,Never,11.4,6,1,83.21
RES_0723,Humanities,9,None,Weekly,0.0,6,7,80.83
RES_0724,Engineering,23,Claude 3,Daily,4.0,0,1,73.2
RES_0725,Engineering,15,GPT-4,Monthly,12.8,6,7,81.64
RES_0726,Physics,1,GPT-4,Weekly,1.4,1,4,98.26
RES_0727,Computer Science,4,Copilot,Weekly,12.8,4,9,68.22
RES_0728,Physics,7,Llama 3,Daily,7.4,6,7,86.13
RES_0729,Social Sciences,8,Gemini Ultra,Rarely,4.0,7,5,61.73
RES_0730,Medicine,9,GPT-4,Weekly,2.9,6,7,62.65
RES_0731,Engineering,11,Claude 3,Rarely,14.3,3,9,82.02
RES_0732,Social Sciences,7,GPT-4,Rarely,2.0,7,10,64.19
RES_0733,Social Sciences,8,None,Never,0.0,6,6,60.89
RES_0734,Humanities,16,Gemini Ultra,Daily,3.8,5,1,66.84
RES_0735,Medicine,10,None,Rarely,0.0,7,6,82.54
RES_0736,Social Sciences,2,GPT-4,Daily,5.9,4,1,88.06
RES_0737,Social Sciences,9,Gemini Ultra,Never,9.7,7,4,68.08
RES_0738,Medicine,7,Gemini Ultra,Daily,8.6,1,8,86.66
RES_0739,Medicine,1,Claude 3,Weekly,2.8,2,5,67.28
RES_0740,Social Sciences,9,Copilot,Rarely,5.1,2,5,84.48
RES_0741,Medicine,3,None,Daily,0.0,6,10,76.44
RES_0742,Social Sciences,16,Copilot,Monthly,4.3,8,8,86.09
RES_0743,Social Sciences,11,Gemini Ultra,Daily,4.0,6,8,99.7
RES_0744,Humanities,2,GPT-4,Rarely,6.8,0,1,97.42
RES_0745,Computer Science,15,GPT-4,Never,10.9,10,5,60.17
RES_0746,Social Sciences,20,None,Never,0.0,2,5,95.33
RES_0747,Physics,6,GPT-4,Rarely,4.0,5,8,62.65
RES_0748,Engineering,7,Gemini Ultra,Weekly,6.1,8,1,98.03
RES_0749,Computer Science,14,Gemini Ultra,Weekly,6.5,5,7,71.24
RES_0750,Computer Science,19,Gemini Ultra,Never,14.7,4,7,75.24
RES_0751,Computer Science,1,None,Never,0.0,3,9,63.66
RES_0752,Humanities,3,Claude 3,Rarely,14.4,7,2,64.48
RES_0753,Social Sciences,5,Claude 3,Weekly,12.2,7,3,89.0
RES_0754,Humanities,6,GPT-4,Never,4.4,3,4,97.68
RES_0755,Social Sciences,14,Claude 3,Weekly,2.0,3,1,84.37
RES_0756,Humanities,19,GPT-4,Never,5.4,2,7,88.56
RES_0757,Humanities,20,Claude 3,Daily,4.7,2,10,90.4
RES_0758,Engineering,1,Copilot,Monthly,8.1,7,3,70.49
RES_0759,Physics,4,None,Daily,0.0,4,3,61.8
RES_0760,Humanities,5,GPT-4,Never,11.9,1,3,60.07
RES_0761,Engineering,4,Claude 3,Monthly,13.0,3,8,73.99
RES_0762,Medicine,11,None,Monthly,0.0,10,9,69.63
RES_0763,Physics,12,GPT-4,Never,12.8,3,10,62.49
RES_0764,Humanities,8,GPT-4,Never,6.0,6,2,67.16
RES_0765,Computer Science,7,GPT-4,Weekly,10.6,4,10,64.97
RES_0766,Medicine,6,Llama 3,Never,5.4,5,10,96.5
RES_0767,Medicine,6,GPT-4,Rarely,1.9,3,1,65.6
RES_0768,Engineering,23,None,Never,0.0,7,9,81.45
RES_0769,Medicine,13,Claude 3,Rarely,10.8,5,6,83.66
RES_0770,Physics,6,Llama 3,Never,1.1,2,9,81.69
RES_0771,Humanities,7,GPT-4,Weekly,6.7,6,6,63.95
RES_0772,Humanities,11,Claude 3,Rarely,5.6,3,2,72.72
RES_0773,Computer Science,2,Gemini Ultra,Daily,10.7,2,1,62.05
RES_0774,Engineering,9,Gemini Ultra,Rarely,11.7,7,8,75.79
RES_0775,Computer Science,13,Gemini Ultra,Weekly,5.3,6,3,67.53
RES_0776,Medicine,12,Llama 3,Rarely,12.4,3,1,82.41
RES_0777,Computer Science,4,None,Never,0.0,5,8,87.64
RES_0778,Physics,4,Copilot,Never,5.1,7,1,81.23
RES_0779,Humanities,1,Gemini Ultra,Weekly,7.2,4,8,77.33
RES_0780,Medicine,14,GPT-4,Monthly,11.2,4,1,75.45
RES_0781,Computer Science,30,GPT-4,Never,10.7,3,9,93.58
RES_0782,Engineering,3,GPT-4,Daily,14.8,6,9,68.75
RES_0783,Physics,17,Gemini Ultra,Weekly,4.2,4,9,89.3
RES_0784,Physics,28,Claude 3,Rarely,10.3,5,3,90.22
RES_0785,Computer Science,5,Claude 3,Rarely,9.5,7,4,76.73
RES_0786,Humanities,7,Copilot,Daily,13.8,4,5,71.86
RES_0787,Computer Science,10,Copilot,Never,3.2,3,6,78.77
RES_0788,Medicine,11,None,Weekly,0.0,1,9,63.72
RES_0789,Computer Science,10,Claude 3,Daily,11.5,5,4,61.83
RES_0790,Physics,6,Gemini Ultra,Never,9.0,8,6,64.45
RES_0791,Computer Science,13,GPT-4,Weekly,4.8,5,1,67.47
RES_0792,Humanities,6,GPT-4,Rarely,7.6,5,2,80.12
RES_0793,Engineering,11,GPT-4,Weekly,5.7,3,8,93.88
RES_0794,Social Sciences,8,Claude 3,Monthly,9.1,3,4,69.4
RES_0795,Computer Science,1,Claude 3,Weekly,13.4,6,10,97.31
RES_0796,Humanities,19,Copilot,Monthly,9.0,5,7,98.1
RES_0797,Humanities,5,GPT-4,Weekly,9.8,7,4,98.26
RES_0798,Engineering,20,Gemini Ultra,Monthly,8.3,6,9,93.42
RES_0799,Physics,17,Llama 3,Rarely,1.7,8,9,74.52
RES_0800,Humanities,9,GPT-4,Never,4.3,8,4,62.9
RES_0801,Humanities,12,Claude 3,Monthly,7.9,8,8,82.7
RES_0802,Humanities,13,GPT-4,Monthly,5.3,9,6,82.29
RES_0803,Humanities,7,Llama 3,Rarely,3.5,5,1,93.91
RES_0804,Medicine,7,Claude 3,Monthly,8.1,3,7,99.74
RES_0805,Medicine,12,GPT-4,Daily,5.5,4,1,80.28
RES_0806,Physics,8,GPT-4,Rarely,4.6,5,3,73.77
RES_0807,Computer Science,6,Llama 3,Daily,7.5,6,8,67.42
RES_0808,Humanities,4,None,Rarely,0.0,7,9,60.19
RES_0809,Engineering,11,Claude 3,Monthly,2.9,4,3,80.31
RES_0810,Computer Science,4,Gemini Ultra,Daily,14.0,6,1,82.17
RES_0811,Engineering,15,Gemini Ultra,Monthly,13.1,13,1,92.92
RES_0812,Computer Science,16,None,Rarely,0.0,3,7,80.13
RES_0813,Physics,12,Copilot,Monthly,10.9,7,5,96.57
RES_0814,Humanities,13,Llama 3,Daily,2.5,7,1,85.06
RES_0815,Humanities,12,Gemini Ultra,Daily,11.9,2,6,93.53
RES_0816,Social Sciences,14,Copilot,Monthly,12.3,5,6,65.92
RES_0817,Engineering,14,Claude 3,Weekly,11.7,2,4,94.13
RES_0818,Computer Science,10,Claude 3,Rarely,2.6,4,7,86.94
RES_0819,Computer Science,17,GPT-4,Rarely,10.0,3,7,66.79
RES_0820,Medicine,7,Copilot,Monthly,12.7,3,9,67.57
RES_0821,Social Sciences,4,Copilot,Weekly,9.1,1,1,96.97
RES_0822,Medicine,4,GPT-4,Daily,10.0,7,5,61.29
RES_0823,Medicine,6,Llama 3,Never,7.4,4,10,78.46
RES_0824,Medicine,1,Claude 3,Never,8.4,9,3,72.51
RES_0825,Engineering,9,GPT-4,Monthly,1.5,4,7,86.54
RES_0826,Engineering,13,None,Weekly,0.0,6,4,93.5
RES_0827,Physics,15,GPT-4,Weekly,9.9,3,4,74.38
RES_0828,Physics,1,GPT-4,Rarely,2.1,8,1,77.03
RES_0829,Medicine,4,Llama 3,Daily,7.1,6,1,99.18
RES_0830,Social Sciences,14,Gemini Ultra,Weekly,5.1,5,10,91.28
RES_0831,Computer Science,7,GPT-4,Never,8.6,3,2,95.8
RES_0832,Engineering,13,Gemini Ultra,Daily,2.9,11,2,77.51
RES_0833,Social Sciences,2,Llama 3,Daily,10.7,7,1,69.34
RES_0834,Humanities,20,GPT-4,Monthly,12.1,6,8,76.43
RES_0835,Engineering,2,GPT-4,Weekly,3.3,6,6,88.57
RES_0836,Engineering,9,Llama 3,Monthly,2.5,6,6,64.37
RES_0837,Physics,9,GPT-4,Weekly,3.0,6,10,70.79
RES_0838,Computer Science,5,None,Rarely,0.0,5,10,61.86
RES_0839,Computer Science,11,Copilot,Monthly,13.3,8,9,77.25
RES_0840,Humanities,12,None,Monthly,0.0,6,5,93.02
RES_0841,Humanities,11,GPT-4,Never,8.4,8,4,60.98
RES_0842,Engineering,5,None,Monthly,0.0,13,6,86.95
RES_0843,Medicine,4,Claude 3,Weekly,7.5,4,8,97.21
RES_0844,Physics,5,Claude 3,Never,2.5,1,1,69.45
RES_0845,Physics,4,GPT-4,Monthly,10.1,4,7,87.68
RES_0846,Engineering,17,GPT-4,Monthly,13.2,2,8,98.91
RES_0847,Social Sciences,6,Gemini Ultra,Rarely,12.6,7,9,98.39
RES_0848,Medicine,9,Claude 3,Monthly,9.8,4,8,69.37
RES_0849,Engineering,14,GPT-4,Daily,2.1,5,7,64.0
RES_0850,Medicine,3,Gemini Ultra,Never,2.6,8,3,65.92
RES_0851,Medicine,2,GPT-4,Daily,1.7,6,2,88.01
RES_0852,Medicine,4,Llama 3,Never,4.6,5,3,88.96
RES_0853,Engineering,10,Claude 3,Rarely,2.9,2,4,86.9
RES_0854,Physics,9,Copilot,Monthly,4.6,6,4,73.41
RES_0855,Physics,11,Copilot,Monthly,6.4,5,6,66.77
RES_0856,Medicine,7,Claude 3,Monthly,14.2,6,7,83.17
RES_0857,Social Sciences,1,Claude 3,Never,9.5,3,4,79.3
RES_0858,Computer Science,7,Claude 3,Monthly,12.7,6,10,89.08
RES_0859,Engineering,16,Copilot,Daily,10.9,6,6,77.61
RES_0860,Computer Science,19,Claude 3,Monthly,2.6,4,9,73.51
RES_0861,Social Sciences,8,GPT-4,Rarely,11.3,7,6,71.71
RES_0862,Engineering,9,GPT-4,Daily,4.9,4,3,68.44
RES_0863,Medicine,12,Claude 3,Monthly,9.9,0,1,70.6
RES_0864,Physics,18,Claude 3,Monthly,5.8,9,10,63.78
RES_0865,Computer Science,8,Copilot,Weekly,15.0,1,10,73.84
RES_0866,Humanities,12,GPT-4,Never,4.7,6,5,61.46
RES_0867,Humanities,5,Claude 3,Daily,4.9,4,10,67.44
RES_0868,Social Sciences,2,Copilot,Weekly,14.0,5,10,89.8
RES_0869,Medicine,5,Copilot,Rarely,1.3,6,3,72.99
RES_0870,Computer Science,21,Claude 3,Never,10.8,8,8,86.66
RES_0871,Medicine,13,Claude 3,Daily,11.2,4,10,88.6
RES_0872,Computer Science,2,Claude 3,Monthly,12.7,5,1,83.19
RES_0873,Social Sciences,13,None,Daily,0.0,10,2,98.25
RES_0874,Social Sciences,3,GPT-4,Monthly,14.6,5,3,60.86
RES_0875,Humanities,11,None,Never,0.0,7,3,89.47
RES_0876,Medicine,3,Gemini Ultra,Monthly,14.7,6,8,98.26
RES_0877,Engineering,2,Llama 3,Rarely,1.9,4,5,94.4
RES_0878,Humanities,24,GPT-4,Monthly,12.5,3,8,66.7
RES_0879,Medicine,6,Claude 3,Rarely,10.0,5,6,73.04
RES_0880,Humanities,12,Claude 3,Never,10.1,4,2,66.88
RES_0881,Engineering,8,GPT-4,Never,2.8,4,4,83.99
RES_0882,Physics,3,Gemini Ultra,Daily,10.1,5,9,88.42
RES_0883,Physics,6,None,Rarely,0.0,2,4,72.65
RES_0884,Physics,3,Llama 3,Rarely,14.8,7,5,81.53
RES_0885,Physics,35,Gemini Ultra,Weekly,13.8,3,5,87.57
RES_0886,Computer Science,14,GPT-4,Weekly,7.1,5,10,76.81
RES_0887,Physics,8,Claude 3,Weekly,1.6,6,8,94.08
RES_0888,Engineering,12,GPT-4,Monthly,6.1,8,6,90.78
RES_0889,Social Sciences,13,Gemini Ultra,Weekly,12.6,5,10,62.58
RES_0890,Social Sciences,13,None,Rarely,0.0,3,7,84.78
RES_0891,Computer Science,13,Gemini Ultra,Monthly,10.8,3,6,69.39
RES_0892,Physics,12,GPT-4,Never,7.4,5,5,82.24
RES_0893,Physics,9,Claude 3,Daily,1.8,7,5,98.18
RES_0894,Physics,22,Llama 3,Weekly,7.0,5,3,95.07
RES_0895,Humanities,9,Claude 3,Never,7.6,5,7,76.14
RES_0896,Medicine,8,Copilot,Rarely,14.0,10,10,71.63
RES_0897,Humanities,9,Copilot,Daily,10.0,2,5,69.35
RES_0898,Medicine,10,Gemini Ultra,Never,5.4,6,7,81.25
RES_0899,Physics,1,Claude 3,Daily,8.4,7,2,64.56
RES_0900,Physics,4,GPT-4,Weekly,1.9,4,9,81.92
RES_0901,Humanities,7,GPT-4,Rarely,14.6,11,8,60.05
RES_0902,Humanities,1,Claude 3,Daily,6.0,5,5,72.92
RES_0903,Medicine,8,Claude 3,Never,7.7,4,2,68.78
RES_0904,Social Sciences,9,Gemini Ultra,Weekly,6.0,1,6,98.75
RES_0905,Medicine,2,Gemini Ultra,Weekly,10.6,11,8,89.02
RES_0906,Humanities,4,GPT-4,Never,10.3,3,7,73.95
RES_0907,Engineering,19,Claude 3,Never,11.0,2,8,63.7
RES_0908,Humanities,12,GPT-4,Daily,4.8,7,4,80.62
RES_0909,Engineering,11,GPT-4,Monthly,5.4,5,3,68.52
RES_0910,Computer Science,18,Copilot,Weekly,2.8,1,7,81.4
RES_0911,Humanities,4,GPT-4,Daily,10.2,6,2,93.33
RES_0912,Computer Science,2,Claude 3,Never,1.6,4,5,84.57
RES_0913,Social Sciences,16,GPT-4,Daily,9.4,9,7,85.29
RES_0914,Medicine,7,Copilot,Never,13.2,4,1,81.59
RES_0915,Engineering,4,Llama 3,Rarely,13.5,9,4,97.0
RES_0916,Medicine,1,GPT-4,Never,7.3,5,2,97.18
RES_0917,Computer Science,9,Llama 3,Never,7.4,2,6,80.46
RES_0918,Engineering,7,Gemini Ultra,Never,2.1,8,1,72.2
RES_0919,Medicine,6,None,Monthly,0.0,2,7,78.34
RES_0920,Humanities,1,GPT-4,Never,10.4,7,3,67.44
RES_0921,Physics,22,Copilot,Weekly,12.5,9,1,85.39
RES_0922,Computer Science,2,None,Weekly,0.0,3,8,79.95
RES_0923,Medicine,6,None,Daily,0.0,3,7,64.12
RES_0924,Computer Science,5,Gemini Ultra,Monthly,4.4,6,2,67.89
RES_0925,Computer Science,12,Gemini Ultra,Daily,6.9,7,7,79.14
RES_0926,Engineering,1,Claude 3,Weekly,12.7,2,3,95.41
RES_0927,Engineering,11,Gemini Ultra,Weekly,13.3,9,9,82.6
RES_0928,Physics,9,Llama 3,Rarely,4.4,5,8,87.19
RES_0929,Humanities,4,Gemini Ultra,Never,8.7,5,5,73.53
RES_0930,Computer Science,11,Claude 3,Weekly,3.7,3,7,82.8
RES_0931,Medicine,8,Gemini Ultra,Daily,2.4,6,3,77.85
RES_0932,Social Sciences,26,Copilot,Daily,13.8,6,1,86.3
RES_0933,Computer Science,7,GPT-4,Never,12.5,4,1,62.02
RES_0934,Computer Science,3,Copilot,Never,11.6,6,2,79.68
RES_0935,Physics,11,Llama 3,Rarely,1.7,8,8,71.81
RES_0936,Humanities,6,Copilot,Monthly,12.8,4,1,73.01
RES_0937,Social Sciences,8,Claude 3,Daily,7.1,6,5,98.34
RES_0938,Engineering,2,Claude 3,Never,5.8,4,9,67.29
RES_0939,Engineering,12,None,Daily,0.0,9,9,72.42
RES_0940,Medicine,5,GPT-4,Never,8.7,5,2,80.34
RES_0941,Social Sciences,10,Copilot,Weekly,2.3,7,7,94.43
RES_0942,Engineering,30,Claude 3,Daily,11.6,2,1,76.63
RES_0943,Medicine,6,Llama 3,Weekly,9.2,4,3,89.68
RES_0944,Humanities,14,Claude 3,Daily,3.6,4,6,94.17
RES_0945,Medicine,7,Llama 3,Monthly,3.6,7,9,72.37
RES_0946,Engineering,4,Claude 3,Rarely,3.6,3,10,75.67
RES_0947,Physics,20,GPT-4,Weekly,1.8,4,2,74.23
RES_0948,Physics,1,GPT-4,Never,9.2,3,7,93.23
RES_0949,Physics,16,GPT-4,Monthly,12.8,3,4,61.77
RES_0950,Engineering,1,None,Daily,0.0,2,2,72.31
RES_0951,Physics,15,None,Weekly,0.0,10,3,87.11
RES_0952,Social Sciences,8,Claude 3,Daily,1.2,3,6,82.56
RES_0953,Humanities,3,Gemini Ultra,Daily,1.7,2,10,77.41
RES_0954,Medicine,5,Claude 3,Daily,9.0,6,9,81.54
RES_0955,Medicine,13,Gemini Ultra,Rarely,12.5,4,8,67.88
RES_0956,Engineering,28,Copilot,Rarely,5.6,6,10,77.19
RES_0957,Physics,1,None,Never,0.0,2,9,80.02
RES_0958,Physics,3,Claude 3,Weekly,5.9,4,4,95.96
RES_0959,Computer Science,2,Gemini Ultra,Monthly,9.3,9,4,70.41
RES_0960,Humanities,7,GPT-4,Monthly,4.8,10,9,94.63
RES_0961,Social Sciences,15,None,Monthly,0.0,5,8,85.71
RES_0962,Medicine,2,GPT-4,Daily,1.4,2,2,60.81
RES_0963,Computer Science,8,Gemini Ultra,Rarely,11.3,3,8,88.91
RES_0964,Computer Science,15,Gemini Ultra,Weekly,9.8,7,1,61.42
RES_0965,Engineering,5,Gemini Ultra,Daily,9.1,6,9,99.8
RES_0966,Medicine,9,GPT-4,Rarely,11.4,4,9,94.82
RES_0967,Engineering,19,None,Rarely,0.0,2,8,71.86
RES_0968,Social Sciences,3,GPT-4,Weekly,10.5,7,5,70.27
RES_0969,Computer Science,1,Gemini Ultra,Weekly,3.9,6,5,75.22
RES_0970,Computer Science,10,GPT-4,Weekly,5.9,7,3,74.21
RES_0971,Humanities,10,Claude 3,Daily,2.8,7,5,74.86
RES_0972,Social Sciences,5,Llama 3,Never,2.8,3,4,72.7
RES_0973,Computer Science,4,Claude 3,Weekly,10.5,3,1,84.78
RES_0974,Social Sciences,8,GPT-4,Never,13.0,4,9,66.55
RES_0975,Medicine,3,GPT-4,Daily,14.5,5,10,93.75
RES_0976,Physics,3,Claude 3,Never,9.8,2,4,92.41
RES_0977,Computer Science,13,Gemini Ultra,Monthly,3.6,4,3,79.01
RES_0978,Humanities,2,Copilot,Never,2.5,7,6,94.02
RES_0979,Medicine,1,GPT-4,Weekly,12.4,5,1,69.86
RES_0980,Social Sciences,4,Claude 3,Daily,9.1,6,5,60.7
RES_0981,Engineering,5,GPT-4,Weekly,9.7,4,7,84.71
RES_0982,Medicine,11,GPT-4,Monthly,11.9,9,2,78.27
RES_0983,Computer Science,5,Gemini Ultra,Weekly,10.8,2,10,82.63
RES_0984,Social Sciences,21,Gemini Ultra,Weekly,12.7,6,9,95.88
RES_0985,Physics,8,GPT-4,Weekly,1.8,4,6,98.7
RES_0986,Medicine,4,GPT-4,Rarely,11.5,3,2,85.31
RES_0987,Computer Science,11,GPT-4,Monthly,12.9,6,8,90.49
RES_0988,Humanities,21,Copilot,Weekly,5.0,7,8,63.34
RES_0989,Engineering,13,None,Weekly,0.0,8,1,66.41
RES_0990,Social Sciences,1,GPT-4,Weekly,10.0,9,1,89.25
RES_0991,Medicine,6,GPT-4,Daily,5.4,5,1,77.21
RES_0992,Medicine,10,Copilot,Rarely,14.4,4,4,77.79
RES_0993,Physics,12,None,Daily,0.0,3,4,72.31
RES_0994,Physics,7,Claude 3,Rarely,1.5,7,8,84.23
RES_0995,Humanities,6,GPT-4,Weekly,9.1,4,1,67.39
RES_0996,Engineering,26,GPT-4,Monthly,3.3,8,10,85.01
RES_0997,Humanities,13,Llama 3,Never,11.0,8,3,66.93
RES_0998,Computer Science,11,Claude 3,Never,3.5,1,1,62.55
RES_0999,Computer Science,5,GPT-4,Weekly,4.3,5,9,73.18
RES_1000,Humanities,3,Llama 3,Daily,7.9,4,10,69.22
